id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm89581,Dinner for Schmucks,MOVIE,"Rising executive Tim Conrad works for a boss who hosts a monthly dinner in which the guest who brings the biggest buffoon gets a career-boost. Tim plans on not attending until he meets Barry, a man who builds dioramas using stuffed mice. Barry's blundering but good intentions send Tim's life into a downward spiral, threatening a major business deal and possibly scuttling Tim's engagement to his fiancee.",2010,PG-13,114,['comedy'],['US'],,tt0427152,5.9,108294.0,13.746,5.681
ts8300,Drake & Josh,SHOW,"15-year-old Drake and Josh are schoolmates, but not close friends. Drake views Josh as weird and a bit of a goof. So, imagine Drake's shock when he finds out that this ""goof"" is about to become his new step-brother and roommate when his mother marries Josh's father. A spin off of The Amanda Show.",2004,TV-G,26,"['comedy', 'family']",['US'],4.0,tt0363328,7.7,40880.0,121.943,8.391
tm116324,Jackass: The Movie,MOVIE,"Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on.",2002,R,87,"['comedy', 'documentation', 'action']",['US'],,tt0322802,6.6,97578.0,13.004,6.287
tm99840,Paranormal Activity 2,MOVIE,"Days after welcoming a newborn baby, Dan and Kristi Rey return home one day to find their house ransacked with seemingly no explanation. Their fear forces them to put in security cameras, which begin to capture strange activity around the house.",2010,R,91,['horror'],['US'],,tt1536044,5.7,106170.0,33.526,5.747
tm82985,Without a Paddle,MOVIE,"Three friends, whose lives have been drifting apart, reunite for the funeral of a fourth childhood friend. When looking through their childhood belongings, they discover a trunk which contained details on a quest their friend was attempting. It revealed that he was hot on the trail of the $200,000 that went missing with airplane hijacker D.B. Cooper in 1971. They decide to continue his journey, but do not understand the dangers they will soon encounter.",2004,PG-13,95,"['thriller', 'action', 'comedy']",['US'],,tt0364751,5.8,49128.0,11.701,5.557
ts2370,The Adventures of Jimmy Neutron: Boy Genius,SHOW,"Jimmy Neutron is the smartest kid in town. As a genius, Jimmy thinks most things can be solved with the invention of a new gizmo. But Jimmy usually takes the easy way out, and his backfiring gadgets result in comedic adventures.",2002,TV-G,26,"['animation', 'action', 'comedy', 'family', 'scifi']",['US'],4.0,tt0320808,6.9,426.0,97.025,7.494
ts18262,Flashpoint,SHOW,"The Strategic Response Unit (SRU) is an elite team of cops who specialize in high-risk critical incidents. Trained in tactics and psychology, they deal with extreme situations, where split-second decisions could save a life...or cost one.",2008,TV-14,42,"['drama', 'action', 'war', 'thriller', 'crime', 'sport']",['CA'],5.0,tt1179946,7.7,17345.0,23.781,7.5
tm58703,Sea Beast,MOVIE,"In the fishing village of Cedar Bay, terror lies within the water. And now it has surfaced in search of something more substantial to devour than marine life: human flesh. A captain and a sea biologist must wage a terrifying battle against the deadly creatures in order to save mankind from total extinction.",2008,,87,"['horror', 'thriller', 'fantasy', 'scifi', 'action', 'comedy']",['US'],,tt1314248,4.2,1717.0,8.889,4.7
tm43531,Save the Last Dance,MOVIE,"After the death of her mother, Sara moves to the South Side of Chicago to live with her father and gets transferred to a majority-black school. Her life takes a turn for the better when befriends Chenille and her brother Derek, who helps her with her dancing skills.",2001,PG-13,112,"['drama', 'music', 'romance']",['US'],,tt0206275,6.2,63673.0,19.222,6.559
tm103390,Faster,MOVIE,"After 10 years in prison, Driver is now a free man with a single focus - hunting down the people responsible for brutally murdering his brother.",2010,R,98,"['thriller', 'crime', 'action', 'drama']",['US'],,tt1433108,6.4,109039.0,19.956,6.315
tm152103,Carriers,MOVIE,"A deadly virus has spread across the globe. Contagion is everywhere, no one is safe, and no one can be trusted. Four friends race through the back roads of the American West on their way to a secluded utopian beach in the Gulf of Mexico where they could peacefully wait out the pandemic. Their plans take a grim turn when their car breaks down on an isolated road starting a chain of events that will seal their fates.",2009,,84,"['drama', 'horror', 'scifi', 'thriller', 'action', 'documentation', 'european']",['US'],,tt0806203,6.0,45967.0,40.13,6.074
tm44875,Kate & Leopold,MOVIE,"When her scientist ex-boyfriend discovers a portal to travel through time -- and brings back a 19th-century nobleman named Leopold to prove it -- a skeptical Kate reluctantly takes responsibility for showing Leopold the 21st century. The more time Kate spends with Leopold, the harder she falls for him. But if he doesn't return to his own time, his absence will forever alter history.",2001,PG-13,118,"['romance', 'fantasy', 'comedy']",['US'],,tt0035423,6.4,82995.0,15.293,6.3
tm24312,Jackass Number Two,MOVIE,"Jackass Number Two is a compilation of various stunts, pranks and skits, and essentially has no plot. Chris Pontius, Johnny Knoxville, Steve-O, Bam Margera, and the whole crew return to the screen to raise the stakes higher than ever before.",2006,R,92,"['action', 'documentation', 'comedy']",['US'],,tt0493430,7.0,77345.0,15.264,6.491
tm71025,The Lookout,MOVIE,"Chris is a once promising high school athlete whose life is turned upside down following a tragic accident. As he tries to maintain a normal life, he takes a job as a janitor at a bank, where he ultimately finds himself caught up in a planned heist.",2007,R,99,"['thriller', 'drama', 'crime', 'european']",['US'],,tt0427470,7.0,59439.0,10.685,6.649
ts21783,Tosh.0,SHOW,"A weekly topical series hosted by comedian Daniel Tosh that delves into all aspects of the Internet, from the ingenious to the absurd to the medically inadvisable.",2009,TV-14,22,['comedy'],['US'],12.0,tt1430587,8.5,12.0,30.238,5.717
tm129600,House of Sand and Fog,MOVIE,"Behrani, an Iranian immigrant buys a California bungalow, thinking he can fix it up, sell it again, and make enough money to send his son to college. However, the house is the legal property of former drug addict Kathy. After losing the house in an unfair legal dispute with the county, she is left with nowhere to go. Wanting her house back, she hires a lawyer and befriends a police officer. Neither Kathy nor Behrani have broken the law, so they find themselves involved in a difficult moral dilemma.",2003,R,126,"['drama', 'crime']",['US'],,tt0315983,7.5,69933.0,11.905,7.173
tm81685,Ella Enchanted,MOVIE,"Ella lives in a magical world in which each child, at the moment of their birth, is given a virtuous ""gift"" from a fairy godmother. Ella's so-called gift, however, is obedience. This birthright proves itself to be quite the curse once Ella finds herself in the hands of several unscrupulous characters whom she quite literally cannot disobey. Determined to gain control of her life and decisions, Ella sets off on a journey to find her fairy godmother who she hopes will lift the curse. The path, however, isn't easy -- Ella must outwit a slew of unpleasant obstacles including ogres, giants, wicked stepsisters, elves and Prince Charmont's evil uncle, who wants to take over the crown and rule the kingdom.",2004,PG,96,"['fantasy', 'comedy', 'family', 'romance']","['GB', 'IE']",,tt0327679,6.3,70492.0,27.765,6.418
ts23771,Teen Mom OG,SHOW,"In 16 and Pregnant, they were moms-to-be. Now, follow Farrah, Maci, Amber, and Catelynn as they face the challenges of motherhood. Each episode interweaves these stories revealing the wide variety of challenges young mothers can face: marriage, relationships, family support, adoption, finances, graduating high school, starting college, getting a job, and the daunting and exciting step of moving out to create their own families.",2009,TV-14,41,['reality'],['US'],9.0,tt1566154,3.6,4749.0,14.571,6.3
tm44354,Strange Wilderness,MOVIE,"With the ratings dropping for a wilderness-themed TV show, two animal fans go to the Andes in search of Bigfoot.",2008,R,87,['comedy'],['US'],,tt0489282,5.2,22209.0,9.9,4.9
tm101386,The Romantics,MOVIE,"Alliances are tested when seven college pals reunite to watch two of their own say “I do” at a seaside wedding. But the maid of honor and the groom share a passionate history, and the bride isn’t the only one who’s wondering if it’s all in the past.",2010,PG-13,95,"['drama', 'comedy', 'romance', 'european']",['US'],,tt1403988,5.0,12323.0,8.832,4.9
tm37604,Enemy at the Gates,MOVIE,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad in WWII.,2001,R,131,"['drama', 'history', 'action', 'war', 'european']","['GB', 'US', 'FR', 'DE', 'IE']",,tt0215750,7.5,266763.0,34.743,7.4
tm152125,Case 39,MOVIE,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.",2009,R,109,"['thriller', 'horror']","['CA', 'US']",,tt0795351,6.2,89021.0,25.1,6.282
ts29760,Ugly Americans,SHOW,"Social worker Mark Lilly helps new citizens—both human and ""other""—begin the process of adapting to life in the Big Apple, but his coworkers, demonic bureaucrat Twayne, drunken wizard Leonard Powers, surly law enforcement head Frank Grimes & his girlfriend, Callie, don't make it easy.",2010,TV-14,22,"['animation', 'fantasy', 'horror', 'comedy']",['US'],2.0,tt1621748,8.0,10534.0,31.163,8.216
tm98431,Jackass 3D,MOVIE,"Johnny Knoxville, Bam Margera, Steve-O, Wee Man and the rest of their fearless and foolhardy friends take part in another round of outrageous pranks and stunts. In addition to standing in the path of a charging bull, launching themselves into the air and crashing through various objects, the guys perform in segments such as ""Sweatsuit Cocktail,"" ""Beehive Tetherball"" and ""Lamborghini Tooth Pull.""",2010,R,94,"['comedy', 'documentation', 'action']",['US'],,tt1116184,7.0,66626.0,14.503,6.589
tm79916,The SpongeBob SquarePants Movie,MOVIE,"There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.",2004,PG,87,"['comedy', 'fantasy', 'scifi', 'action', 'animation', 'family']","['US', 'KR']",,tt0345950,7.1,94360.0,56.6,6.979
tm91521,Mean Creek,MOVIE,"Teenagers living in small-town Oregon take a boat trip for a birthday celebration. When they get an idea to play a mean trick on the town bully, it suddenly goes too far. Soon they're forced to deal with the unexpected consequences of their actions.",2004,R,90,"['drama', 'crime']",['US'],,tt0377091,7.2,32523.0,7.971,6.9
tm172656,Sahara,MOVIE,"Scouring the ocean depths for treasure-laden shipwrecks is business as usual for a thrill-seeking underwater adventurer and his wisecracking buddy. But when these two cross paths with a beautiful doctor, they find themselves on the ultimate treasure hunt.",2005,PG-13,124,"['drama', 'comedy', 'western', 'thriller', 'action', 'war', 'european']","['ES', 'GB', 'US', 'DE']",,tt0318649,6.0,99800.0,19.45,5.854
tm97631,"Bo Burnham: Words, Words, Words",MOVIE,"Bo Burnham is back with a new one-man show full of his patented songs and wordplay, as well as haikus, dramatic readings, blasphemy, and so much more in his first hour-long special, shot live in his home town of Boston.",2010,,62,"['comedy', 'music', 'documentation']",['US'],,tt1747960,8.1,4060.0,6.037,7.2
tm36644,World Trade Center,MOVIE,"Two police officers struggle to survive when they become trapped beneath the rubble of the World Trade Center on September 11, 2001.",2006,PG-13,129,"['drama', 'thriller', 'history']",['US'],,tt0469641,6.0,85071.0,13.988,6.137
ts21508,Wonder Showzen,SHOW,"Wonder Showzen is an American sketch comedy television series that aired between 2005 and 2006 on MTV2. It was created by John Lee and Vernon Chatman of PFFR. The show is rated TV-MA.

The show's format is that of educational PBS children's television shows such as Sesame Street and The Electric Company, parodying the format with adult-oriented content. In addition to general controversial comedy, it satirizes politics, religion, war, sex, and culture with black comedy.

Every episode begins with a disclaimer, accompanied by the sound of someone screaming ""Don't eat my baby!"", which reads:

""Wonder Showzen contains offensive, despicable content that is too controversial and too awesome for actual children. The stark, ugly and profound truths Wonder Showzen exposes may be soul-crushing to the weak of spirit. If you allow a child to watch this show, you are a bad parent or guardian.""",2005,TV-MA,22,"['comedy', 'animation']",['US'],2.0,tt0450357,8.4,4683.0,8.735,7.3
tm27137,Charlotte's Web,MOVIE,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",2006,G,97,"['fantasy', 'comedy', 'family', 'animation']","['DE', 'US']",,tt0413895,6.3,43806.0,22.847,6.207
tm102191,"Waiting for ""Superman""",MOVIE,"Gripping, heartbreaking, and ultimately hopeful, Waiting for Superman is an impassioned indictment of the American school system from An Inconvenient Truth director Davis Guggenheim.",2010,PG,111,['documentation'],['US'],,tt1566648,7.4,11523.0,7.833,6.957
tm95770,The Switch,MOVIE,"Kassie is a smart, fun-loving single woman who, despite her neurotic best friend Wally’s objections, decides it’s time to have a baby – even if it means doing it herself…with a little help from a charming sperm donor. But, unbeknownst to her, Kassie’s plans go awry because of a last-minute switch that isn’t discovered until seven years later… when Wally gets acquainted with Kassie’s cute – though slightly neurotic – son.",2010,PG-13,101,"['comedy', 'drama', 'action', 'sport', 'romance']",['US'],,tt0889573,6.1,108253.0,13.408,6.244
tm38389,Behind Enemy Lines,MOVIE,"While flying a routine reconnaissance mission over Bosnia, fighter pilot Chris Burnett photographs something he wasn't supposed to see and gets shot down behind enemy lines, where he must outrun an army led by a ruthless Serbian general. With time running out and a deadly tracker on his trail, Burnett's commanding officer decides to risk his career and launch a renegade rescue mission to save his life.",2001,PG-13,106,"['drama', 'thriller', 'action', 'war']",['US'],,tt0159273,6.4,107827.0,21.066,6.3
tm129271,Paycheck,MOVIE,"Michael Jennings is a genius who's hired – and paid handsomely – by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. But at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. In it are clues he must piece together to find out why he wasn't paid – and why he's now in hot water.",2003,PG-13,119,"['action', 'thriller', 'scifi']","['US', 'CA']",,tt0338337,6.3,110222.0,15.503,6.182
ts6212,Crank Yankers,SHOW,"Yankerville's puppet citizens -- voiced by celebrities and stand-up comedians -- make real calls to real people, whether they like it or not. They make all the crank phone calls you wish you'd made when you were a kid.",2002,TV-14,21,"['comedy', 'animation']",['US'],6.0,tt10986234,6.2,3196.0,10.492,6.673
ts22180,RuPaul's Drag Race: Untucked,SHOW,"The access-all-areas pass to the drama that you didn't see on the runway—the backstage bitchiness, the catfights, the struggles, the tears and the secrets. See what happens behind the scenes of RuPaul's Drag Race when the queens let their tucks breathe... and let their emotions flow.",2010,TV-14,22,['reality'],['US'],15.0,tt1588754,7.8,3576.0,21.776,6.6
ts20526,The Game,SHOW,"When her boyfriend Derwin Davis is chosen as the new third-string wide receiver for the San Diego Sabers, Melanie Barnett decides to attend a local college so she can be with him. While Derwin worries about the plays on the field, Melanie adjusts to her new lifestyle. She gets a play-by-play account of the lives and relationships among NFL wives, girlfriends and mom/managers who use their best game to help their men stay on the field and on their arm.",2006,TV-14,22,"['drama', 'comedy', 'romance', 'sport']",['US'],10.0,tt0772137,6.8,4597.0,25.811,8.2
ts22187,The Sarah Silverman Program.,SHOW,"Sarah Silverman plays a character named Sarah Silverman, whose absurd daily life unfolds in scripted scenes and songs. With her sister and her gay neighbors by her side, Sarah always manages to fall into unique, unsettling and downright weird predicaments.",2007,TV-14,22,"['comedy', 'animation']",['US'],3.0,tt0821375,4.2,11.0,10.74,6.6
tm173414,The Adventures of Sharkboy and Lavagirl,MOVIE,"Everyone always knew that Max had a wild imagination, but no one believed that his wildest creations -- a boy raised by watchful great white sharks and a girl with the force of a volcano -- were real. Now, these two pint-sized action masters will show Max that even an ordinary kid has what it takes to be extraordinary.",2005,PG,92,"['action', 'family', 'scifi', 'comedy', 'fantasy']",['US'],,tt0424774,3.7,39260.0,44.966,5.124
ts21668,The Guardian,SHOW,"Nick Fallin is a hotshot lawyer working at his father's ultrasuccessful Pittsburgh law firm. Unfortunately, the high life has gotten the best of Nick. Arrested for drug use, he's sentenced to do 1,500 hours of community service, somehow to be squeezed into his 24/7 cutthroat world of mergers, acquisitions and board meetings. Reluctantly, he's now The Guardian - a part-time child advocate at Legal Aid Services, where one case after another is an eye-opening instance of kids caught up in difficult circumstances.",2001,TV-PG,44,"['drama', 'crime']",['US'],3.0,tt0285370,7.4,5446.0,17.225,7.0
tm118752,Antwone Fisher,MOVIE,"A sailor prone to violent outbursts is sent to a naval psychiatrist for help. Refusing at first to open up, the young man eventually breaks down and reveals a horrific childhood. Through the guidance of his doctor, he confronts his painful past and begins a quest to find the family he never knew.",2003,PG-13,113,['drama'],['US'],,tt0168786,7.3,36704.0,9.54,6.824
tm116848,Orange County,MOVIE,"Shaun Brumder is a local surfer kid from Orange County who dreams of going to Stanford to become a writer and to get away from his dysfunctional family household. Except Shaun runs into one complication after another, starting when his application is rejected after his dim-witted guidance counselor sends in the wrong form.",2002,PG-13,79,"['drama', 'comedy']",['US'],,tt0273923,6.2,50771.0,13.361,6.032
ts23195,Jersey Shore,SHOW,"Jersey Shore is an American reality television series which ran on MTV from December 3, 2009 to December 20, 2012 in the United States. The series follows the lives of eight housemates spending their summer at the Jersey Shore in the U.S. state of New Jersey. Season 2 followed the cast escaping the cold northeast winter to Miami Beach, with Season 3 returning to the Jersey Shore. The fourth season, filmed in Italy, premiered on August 4, 2011. The show returned for a fifth season, at Seaside Heights on January 5, 2012. The fifth season finale aired on March 15, 2012. On March 19, 2012, MTV confirmed that the series would return for their sixth season. On August 30, 2012, MTV announced that the Jersey Shore would end after the sixth season, which premiered on October 4. The series finale aired on December 20, 2012.

The show debuted amid large amounts of controversy regarding the use of the words ""Guido/Guidette,"" portrayals of Italian-American stereotypes, and scrutiny from locals because the cast members were not residents of the area.

The series garnered record ratings for MTV, making it the network's most viewed series telecast ever. The series' cast have also been credited with introducing unique lexicon and phrases into American popular culture.",2009,TV-14,42,"['reality', 'romance', 'drama', 'comedy']",['US'],6.0,tt1563069,3.8,23933.0,33.255,4.262
tm148282,Soldier's Girl,MOVIE,"This true story, which takes place in Fort Campbell, KY, tells the heart-wrenching story of the life and tragic death of soldier Barry Winchell. His love for Calpernia Addams, a transgender nightclub performer, was misunderstood by his fellow soldiers and eventually led to his murder.",2003,R,112,"['drama', 'romance', 'crime']",['US'],,tt0324013,7.8,7007.0,6.253,7.2
tm51769,Domestic Disturbance,MOVIE,"Frank Morrison is a divorced father with a 12-year-old son, Danny. His ex-wife Susan and son Danny now live with Rick Barnes, Susan's new husband. Danny, who has a reputation for telling lies, accuses his stepfather of committing a murder. Initially, no one believes his accusations, but then Frank becomes convinced and is the only one who believes him. Now, the father Danny trusts must protect him from the stepfather he fears.",2001,PG-13,89,"['thriller', 'crime']",['US'],,tt0249478,5.6,27899.0,14.21,5.8
tm107473,Morning Glory,MOVIE,"A young and devoted morning television producer is hired as an executive producer on a  long-running morning show at a once-prominent but currently failing station in New York City. Eager to keep the show on air, she recruits a former news journalist and anchor who disapproves of co-hosting a show that does not deal with real news stories.",2010,PG-13,107,"['comedy', 'drama', 'romance']",['US'],,tt1126618,6.5,80212.0,13.211,6.336
ts911,Basketball Wives,SHOW,"Follow the extraordinary lives of a group of female best friends as they juggle the success and stresses of building businesses, battling groupies, and searching for stability in the unstable arena of being the significant other to a basketball superstar.",2010,TV-14,40,['reality'],['US'],10.0,tt1637756,3.6,728.0,7.974,7.5
tm84704,The Rage,MOVIE,"A crazed scientist experimenting with a rage virus on innocent victims in a laboratory in the woods. When his monstrous subjects escape and vultures devour their remains, they became mutations seeking to feed on humans.",2007,R,85,['horror'],['US'],,tt0497432,4.2,1941.0,4.232,3.972
tm43459,Visioneers,MOVIE,"Visioneer George Washington Winsterhammerman lives a comfortable but monotonous life in this slightly futuristic black comedy. When people start exploding from stress and George is showing early symptoms, he's forced to examine his life. Taking a look at his nice job, his sexless marriage and his resistance to life coaching, George reconsiders the philosophy of happiness through mindless activity.",2008,R,90,"['comedy', 'drama', 'scifi']",['US'],,tt0833557,5.9,6110.0,6.864,5.8
tm58493,Dr. Jekyll and Mr. Hyde,MOVIE,"Dr. Henry Jekyll is a well-regarded physician whose evenings are spent researching a rare and sacred Amazonian flower so potent it's said to literally separate the soul, giving life to man's Dark Self. The obsessive experiments to isolate its psychotropic properties happen to coincide with a series of brutal murders gripping the city with fear. Jekyll knows it's no coincidence. While his nights are lost to him, he awakens with bloody mementos and violent memories of the screams of his victims.",2008,PG,89,"['drama', 'horror', 'thriller', 'scifi']",['CA'],,tt1159984,4.6,1315.0,4.231,4.758
tm45478,John Oliver: Terrifying Times,MOVIE,"American viewers may know him best as the British correspondent on ""The Daily Show,"" but John Oliver is also an accomplished stand-up comic. In his first Comedy Central special Oliver tackles the topics that perplex him about the United States. He takes well-aimed shots at the American political process and the invasion of Iraq (including how the Brits would have done it differently), and argues for reparations from the Revolutionary War.",2008,,56,"['comedy', 'documentation']",['US'],,tt1218030,7.2,675.0,1.881,7.0
tm95238,The Boy Who Cried Werewolf,MOVIE,"A Californian family inherits a castle in Romania. This is especially exciting to the son, who is obsessed with monsters. And he is not disappointed.",2010,G,97,"['fantasy', 'comedy', 'family', 'horror']","['US', 'CA']",,tt1451423,5.9,3526.0,21.046,6.47
tm115357,Last Call,MOVIE,"Renowned writer F. Scott Fitzgerald is living the last months of his life with his youthful secretary, confidant, and protégé who later wrote a memoir of their time together.",2002,,96,['drama'],"['CA', 'US']",,tt0316159,6.3,19.0,2.508,5.5
tm167166,Cursed,MOVIE,"In Los Angeles, siblings Ellie and Jimmy come across an accident on Mulholland Drive. As they try to help the woman caught in the wreckage, a ferocious creature attacks them, devouring the woman and scratching the terrified siblings. They slowly discover that the creature was a werewolf and that they have fallen victim to a deadly curse.",2005,PG-13,97,"['horror', 'comedy', 'european']","['DE', 'US']",,tt0257516,5.0,33725.0,56.586,5.5
tm132498,Pretty Ugly People,MOVIE,"Lucy has always used food to escape life's problems, but when this self-titled ""fat friend"" lures her group of old college buddies to the Montana wilderness, she reveals a new self - skinny, beautiful and still flawed.",2008,R,99,"['comedy', 'drama']",['US'],,tt0874425,5.0,2102.0,4.162,4.319
tm154924,Wyvern,MOVIE,The residents of a small Alaskan town find themselves under attack by a flying reptile known in medieval mythology as a Wyvern. It has thawed from its ancient slumber by melting icecaps caused by global warming.,2009,,90,"['fantasy', 'scifi', 'action', 'horror', 'thriller']","['US', 'CA']",,tt1331335,4.7,2226.0,9.47,5.136
ts20527,The Penguins of Madagascar,SHOW,"The Penguins of Madagascar is an American CGI animated television series airing on Nickelodeon. It stars nine characters from the DreamWorks Animation animated film Madagascar: The penguins Skipper, Kowalski, Private, and Rico; the lemurs King Julien, Maurice, and Mort; and Mason and Phil the chimpanzees. Characters new to the series include Marlene the otter and a zookeeper named Alice. It is the first Nicktoon produced with DreamWorks Animation.

A pilot episode, ""Gone in a Flash"", aired as part of ""Superstuffed Nicktoons Weekend"" on November 29, 2008, and The Penguins of Madagascar became a regular series on March 28, 2009. The series premiere drew 6.1 million viewers, setting a new record as the most-watched premiere.

Although the series occasionally alludes to the rest of the franchise, The Penguins of Madagascar does not take place at a precise time within it. McGrath, who is also the co-creator of the film characters, has said that the series takes place ""not specifically before or after the movie, I just wanted them all back at the zoo. I think of it as taking place in a parallel universe.""",2008,TV-Y7,21,"['comedy', 'animation', 'family', 'scifi', 'action']",['US'],3.0,tt0892700,7.5,19832.0,72.252,7.438
tm196332,Comedy Central Roast of Bob Saget,MOVIE,"The aggravatingly amiable star of ""Full House,"" ""America's Funniest Home Videos""",2008,,90,['comedy'],['US'],,tt1276947,7.4,2062.0,4.348,6.9
tm28143,Shine a Light,MOVIE,"Martin Scorsese and the Rolling Stones unite in ""Shine A Light,"" a look at The Rolling Stones."" Scorsese filmed the Stones over a two-day period at the intimate Beacon Theater in New York City in fall 2006. Cinematographers capture the raw energy of the legendary band.",2008,PG-13,122,"['music', 'documentation']","['US', 'GB']",,tt1216505,7.1,11944.0,8.984,6.914
tm24056,The Foot Fist Way,MOVIE,"An inept taekwondo instructor struggles with marital troubles and an unhealthy obsession with fellow taekwondo enthusiast Chuck ""The Truck"" Williams.",2008,R,85,['comedy'],['US'],,tt0492619,6.2,12784.0,6.383,5.824
ts928,Apocalypse: The Second World War,SHOW,"A six-part French documentary about the Second World War composed exclusively of actual footage of the war as filmed by war correspondents, soldiers, resistance fighters and private citizens. The series is shown in color, with the black and white footage being fully colorized, save for some original color footage. The only exception to the treatment are most Holocaust scenes, which are presented in the original black and white.",2009,TV-PG,52,"['war', 'documentation', 'history', 'european']",['FR'],2.0,tt1508238,7.3,43.0,17.569,8.157
tm55573,The Duchess,MOVIE,"A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life.",2008,PG-13,110,"['drama', 'history', 'romance', 'thriller', 'crime', 'european']",['GB'],,tt0864761,6.9,84742.0,12.67,6.97
ts20358,Half & Half,SHOW,"Half & Half is an American sitcom that aired on UPN from September 23, 2002, to May 15, 2006. The show focuses on the lives of two paternal half-sisters in their twenties who were estranged throughout their childhood, and are finally developing a close relationship. The series is set in San Francisco.

It was the second-most-watched show on UPN's Monday night line-up and fourth overall on the network. The show was on The CW's first draft line-up in March 2006, but due to several circumstances—including The CW's contractual obligation to pick up Reba, the uncancelling of All of Us, and the pick-up of the Girlfriends spin-off The Game—Half & Half was left off the final Fall 2006 schedule and ended production. The series has aired in reruns on Global TV in Canada, Trouble in the UK and in local syndication in the United States. It also airs in the United States on TV One.",2002,TV-14,21,['comedy'],['US'],4.0,tt0320024,7.1,1954.0,9.255,8.2
ts12815,Big Time Rush,SHOW,"Four teenage friends move from Minneapolis to Los Angeles to form a potential chart-topping boy band after Kendall is inadvertently discovered by an eccentric record executive, Gustavo Rocque. As they seize this opportunity of a lifetime, these friends embark on an exciting comedy and music-filled journey to prove to themselves and their record label that they are serious about their new career choice.",2009,TV-G,25,"['comedy', 'drama', 'family', 'music']",['US'],4.0,tt1131746,6.4,13027.0,56.552,8.669
tm39147,The Score,MOVIE,An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.,2001,R,124,"['thriller', 'action', 'crime', 'drama']","['US', 'FR', 'DE']",,tt0227445,6.8,130108.0,14.002,6.7
tm135651,Wuthering Heights,MOVIE,A musical version of the classic story set in the modern day.,2003,PG-13,90,"['drama', 'romance']",['US'],,tt0367245,4.1,1091.0,3.359,5.2
ts3922,All Grown Up!,SHOW,"All Grown Up! is an animated television series created by Arlene Klasky and Gábor Csupó for Nickelodeon. After the success of All Growed Up, the Rugrats 10th anniversary special, Nickelodeon commissioned All Grown Up! as a spin-off series based on the episode. The series ran from April 12, 2003 to August 17, 2008, and currently airs in reruns on Nickelodeon and Nicktoons. The show aired in reruns on The N from August 18, 2003 until November 12, 2005, it was dropped from the channel on February 2006, but then returned in April 2007 until June 25, 2009, then on July 7, 2009, All Grown Up! was dropped from The N again. The show's premise is that the characters of the Rugrats are ten years older. Tommy, Dil, Chuckie, Phil, Lil, Kimi, Angelica and Susie now have to deal with teen and pre-teen issues and situations.

It was the first Nicktoon spin-off receiving positive review among critics, and developed a cult following after its run.",2003,TV-Y,25,"['comedy', 'drama', 'family', 'animation']",['US'],5.0,tt0387714,5.4,5449.0,33.212,7.8
tm39398,The Hive,MOVIE,"When ants, displaying never-before-seen behavior, seize an island, the controversial Thorax Team is called in to stop the massive threat, only to discover that the ants are controlled by something beyond this world.",2008,,90,"['horror', 'scifi', 'thriller', 'action']",['US'],,tt1062161,3.2,1863.0,6.306,4.4
tm119649,The Four Feathers,MOVIE,"The story, set in 1885, follows a British officer (Heath Ledger) who resigns his post when he learns of his regiment's plan to ship out to the Sudan for the conflict with the Mahdi. His friends and fiancée send him four white feathers which symbolize cowardice. To redeem his honor he disguises himself as an Arab and secretly saves the lives of those who branded him a coward.",2002,PG-13,132,"['action', 'drama', 'romance', 'war']","['US', 'GB']",,tt0240510,6.5,34700.0,13.3,6.584
tm46080,Down to Earth,MOVIE,"Struggling comic Lance Barton knows what it's like to die on stage. But when his life takes an unexpected turn - straight to heaven - Lance is sure there's been a mistake. Miraculously, he's right! An angel tells Lance he was taken prematurely but assures him he can be returned to Earth - in the aged body of a ruthless white billionaire. In this improbable reincarnation, Lance begins a hilarious quest to realize his showbiz dream...and, along the way, discovers the person he never imagined he could be. Chris Rock delivers a first-rate performance in this romantic comedy remake of HEAVEN CAN WAIT.",2001,PG-13,88,"['comedy', 'fantasy']",['US'],,tt0231775,5.4,24240.0,12.866,5.524
